"V3","V4","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
-2.960205,-31.671143,25.772095,38.354492,53.22876,-28.445435,-37.304688,43.182373,18.1427,21.868896,-59.255981,43.289185
-6.402588,-34.957886,25.772095,40.917969,53.22876,-28.445435,-37.304688,43.182373,18.1427,21.868896,-59.255981,51.693726
-6.402588,-34.957886,25.378418,40.917969,53.22876,-31.243896,-39.993286,43.182373,16.912842,21.868896,-63.418579,51.693726
-6.402588,-34.957886,25.378418,40.917969,52.157593,-31.243896,-39.993286,44.509888,16.912842,19.372559,-63.418579,51.693726
-6.402588,-34.957886,25.378418,43.228149,52.157593,-31.243896,-39.993286,44.509888,16.912842,19.372559,-63.418579,55.804443
-9.707642,-38.626099,25.161743,43.228149,52.157593,-34.268188,-40.55481,44.509888,15.67688,19.372559,-63.418579,55.804443
-9.707642,-38.626099,25.161743,43.228149,50.524902,-34.268188,-40.55481,44.509888,15.67688,16.650391,-66.900635,55.804443
-9.707642,-38.626099,25.161743,45.346069,50.524902,-34.268188,-40.55481,45.721436,15.67688,16.650391,-66.900635,57.330322
-12.93335,-42.449951,24.719238,45.346069,50.524902,-37.301636,-39.096069,45.721436,14.147949,16.650391,-66.900635,57.330322
-12.93335,-42.449951,24.719238,45.346069,48.471069,-37.301636,-39.096069,45.721436,14.147949,13.78479,-68.267822,57.330322
-12.93335,-42.449951,24.719238,46.994019,48.471069,-37.301636,-39.096069,46.676636,14.147949,13.78479,-68.267822,57.739258
-16.244507,-45.968628,23.773193,46.994019,48.471069,-39.96582,-39.096069,46.676636,12.210083,13.78479,-68.267822,57.739258
-16.244507,-45.968628,23.773193,46.994019,46.124268,-39.96582,-36.801147,46.676636,12.210083,10.839844,-65.908813,57.739258
-16.244507,-45.968628,23.773193,46.994019,46.124268,-39.96582,-36.801147,47.351074,12.210083,10.839844,-65.908813,57.675171
-19.677734,-48.922729,22.30835,47.912598,46.124268,-42.086792,-36.801147,47.351074,12.210083,10.839844,-65.908813,57.675171
-19.677734,-48.922729,22.30835,47.912598,46.124268,-42.086792,-35.65979,47.351074,9.713745,7.751465,-58.59375,57.675171
-19.677734,-48.922729,22.30835,47.912598,43.518066,-42.086792,-35.65979,47.555542,9.713745,7.751465,-58.59375,57.675171
-23.129272,-51.428223,22.30835,47.906494,43.518066,-42.086792,-35.65979,47.555542,9.713745,7.751465,-58.59375,57.168579
-23.129272,-51.428223,20.428467,47.906494,43.518066,-43.847656,-36.831665,47.555542,6.884766,7.751465,-46.087646,57.168579
-23.129272,-51.428223,20.428467,47.906494,40.783691,-43.847656,-36.831665,47.335815,6.884766,4.47998,-46.087646,57.168579
-23.129272,-51.428223,20.428467,46.97876,40.783691,-43.847656,-36.831665,47.335815,6.884766,4.47998,-46.087646,55.953979
-26.376343,-54.058838,18.313599,46.97876,40.783691,-45.880127,-39.916992,47.335815,3.912354,4.47998,-46.087646,55.953979
-26.376343,-54.058838,18.313599,46.97876,38.082886,-45.880127,-39.916992,47.335815,3.912354,1.037598,-29.708862,55.953979
-26.376343,-54.058838,18.313599,45.24231,38.082886,-45.880127,-39.916992,46.585083,3.912354,1.037598,-29.708862,53.918457
-29.315186,-57.37915,16.02478,45.24231,38.082886,-48.748779,-42.474365,46.585083,1.062012,1.037598,-29.708862,53.918457
-29.315186,-57.37915,16.02478,45.24231,35.742188,-48.748779,-42.474365,46.585083,1.062012,-2.429199,-11.672974,53.918457
-29.315186,-57.37915,16.02478,42.990112,35.742188,-48.748779,-42.474365,45.349121,1.062012,-2.429199,-11.672974,51.150513
-32.037354,-61.462402,13.577271,42.990112,35.742188,-52.490234,-42.474365,45.349121,-1.763916,-2.429199,-11.672974,51.150513
-32.037354,-61.462402,13.577271,42.990112,33.996582,-52.490234,-41.412354,45.349121,-1.763916,-5.792236,5.352783,51.150513
-32.037354,-61.462402,13.577271,42.990112,33.996582,-52.490234,-41.412354,43.54248,-1.763916,-5.792236,5.352783,47.906494
-34.87854,-65.292358,10.852051,40.524292,33.996582,-56.082153,-41.412354,43.54248,-1.763916,-5.792236,5.352783,47.906494
-34.87854,-65.292358,10.852051,40.524292,33.996582,-56.082153,-34.292603,43.54248,-4.650879,-8.947754,19.378662,47.906494
-34.87854,-65.292358,10.852051,40.524292,32.955933,-56.082153,-34.292603,41.412354,-4.650879,-8.947754,19.378662,47.906494
-38.076782,-66.958618,10.852051,38.269043,32.955933,-56.082153,-34.292603,41.412354,-4.650879,-8.947754,19.378662,44.32373
-38.076782,-66.958618,7.809448,38.269043,32.955933,-57.620239,-21.130371,41.412354,-7.894897,-8.947754,29.391479,44.32373
-38.076782,-66.958618,7.809448,38.269043,32.473755,-57.620239,-21.130371,39.151001,-7.894897,-12.011719,29.391479,44.32373
-38.076782,-66.958618,7.809448,36.508179,32.473755,-57.620239,-21.130371,39.151001,-7.894897,-12.011719,29.391479,40.487671
-41.644287,-64.300537,4.449463,36.508179,32.473755,-54.873657,-4.244995,39.151001,-11.431885,-12.011719,29.391479,40.487671
-41.644287,-64.300537,4.449463,36.508179,32.275391,-54.873657,-4.244995,39.151001,-11.431885,-15.139771,35.626221,40.487671
-41.644287,-64.300537,4.449463,35.421753,32.275391,-54.873657,-4.244995,37.237549,-11.431885,-15.139771,35.626221,36.383057
-45.211792,-55.749512,0.949097,35.421753,32.275391,-46.356201,12.426758,37.237549,-15.155029,-15.139771,35.626221,36.383057
-45.211792,-55.749512,0.949097,35.421753,32.019043,-46.356201,12.426758,37.237549,-15.155029,-18.502808,38.94043,36.383057
-45.211792,-55.749512,0.949097,34.918213,32.019043,-46.356201,12.426758,35.876465,-15.155029,-18.502808,38.94043,32.174683
-48.327637,-41.098022,-2.490234,34.918213,32.019043,-32.025146,12.426758,35.876465,-18.670654,-18.502808,38.94043,32.174683
-48.327637,-41.098022,-2.490234,34.918213,31.512451,-32.025146,25.442505,35.876465,-18.670654,-22.067261,40.509033,32.174683
-48.327637,-41.098022,-2.490234,34.918213,31.512451,-32.025146,25.442505,35.223389,-18.670654,-22.067261,40.509033,28.170776
-50.787354,-21.884155,-5.670166,34.765625,31.512451,-13.632202,25.442505,35.223389,-18.670654,-22.067261,40.509033,28.170776
-50.787354,-21.884155,-5.670166,34.765625,31.512451,-13.632202,33.03833,35.223389,-21.859741,-25.674438,41.055298,28.170776
-50.787354,-21.884155,-5.670166,34.765625,30.630493,-13.632202,33.03833,35.012817,-21.859741,-25.674438,41.055298,28.170776
-52.972412,-0.839233,-5.670166,34.591675,30.630493,-13.632202,33.03833,35.012817,-21.859741,-25.674438,41.055298,24.838257
-52.972412,-0.839233,-8.587646,34.591675,30.630493,5.947876,35.910034,35.012817,-24.710083,-25.674438,41.015625,24.838257
-52.972412,-0.839233,-8.587646,34.591675,29.403687,5.947876,35.910034,34.973145,-24.710083,-29.107666,41.015625,24.838257
-52.972412,-0.839233,-8.587646,34.176636,29.403687,5.947876,35.910034,34.973145,-24.710083,-29.107666,41.015625,22.485352
-55.599976,18.936157,-11.340332,34.176636,29.403687,23.629761,36.108398,34.973145,-27.618408,-29.107666,41.015625,22.485352
-55.599976,18.936157,-11.340332,34.176636,27.832031,23.629761,36.108398,34.973145,-27.618408,-32.348633,40.322876,22.485352
-55.599976,18.936157,-11.340332,33.361816,27.832031,23.629761,36.108398,34.664917,-27.618408,-32.348633,40.322876,21.19751
-59.277344,35.098267,-14.172363,33.361816,27.832031,37.27417,36.038208,34.664917,-30.813599,-32.348633,40.322876,21.19751
-59.277344,35.098267,-14.172363,33.361816,25.949097,37.27417,36.038208,34.664917,-30.813599,-35.528564,38.943481,21.19751
-59.277344,35.098267,-14.172363,32.223511,25.949097,37.27417,36.038208,33.999634,-30.813599,-35.528564,38.943481,20.666504
-63.674927,46.539307,-17.199707,32.223511,25.949097,46.157837,36.038208,33.999634,-34.457397,-35.528564,38.943481,20.666504
-63.674927,46.539307,-17.199707,32.223511,23.748779,46.157837,36.904907,33.999634,-34.457397,-38.934326,36.807251,20.666504
-63.674927,46.539307,-17.199707,32.223511,23.748779,46.157837,36.904907,32.870483,-34.457397,-38.934326,36.807251,20.443726
-67.260742,53.530884,-20.419312,30.822754,23.748779,50.949097,36.904907,32.870483,-34.457397,-38.934326,36.807251,20.443726
-67.260742,53.530884,-20.419312,30.822754,23.748779,50.949097,38.745117,32.870483,-38.165283,-42.657471,34.115601,20.443726
-67.260742,53.530884,-20.419312,30.822754,21.282959,50.949097,38.745117,31.506348,-38.165283,-42.657471,34.115601,20.443726
-67.538452,57.104492,-20.419312,29.248047,21.282959,50.949097,38.745117,31.506348,-38.165283,-42.657471,34.115601,20.028687
-67.538452,57.104492,-23.623657,29.248047,21.282959,52.993774,40.542603,31.506348,-41.567993,-42.657471,31.051636,20.028687
-67.538452,57.104492,-23.623657,29.248047,18.57605,52.993774,40.542603,29.934692,-41.567993,-46.530151,31.051636,20.028687
-67.538452,57.104492,-23.623657,27.471924,18.57605,52.993774,40.542603,29.934692,-41.567993,-46.530151,31.051636,19.168091
-62.060547,58.517456,-26.611328,27.471924,18.57605,53.689575,41.415405,29.934692,-44.348145,-46.530151,31.051636,19.168091
-62.060547,58.517456,-26.611328,27.471924,15.692139,53.689575,41.415405,29.934692,-44.348145,-50.112915,27.978516,19.168091
-62.060547,58.517456,-26.611328,25.479126,15.692139,53.689575,41.415405,28.274536,-44.348145,-50.112915,27.978516,17.825317
-49.517822,58.670044,-29.318237,25.479126,15.692139,53.83606,40.908813,28.274536,-46.792603,-50.112915,27.978516,17.825317
-49.517822,58.670044,-29.318237,25.479126,12.585449,53.83606,40.908813,28.274536,-46.792603,-53.060913,25.079346,17.825317
-49.517822,58.670044,-29.318237,23.196411,12.585449,53.83606,40.908813,26.385498,-46.792603,-53.060913,25.079346,16.19873
-30.609131,58.032227,-31.942749,23.196411,12.585449,53.720093,40.908813,26.385498,-49.429321,-53.060913,25.079346,16.19873
-30.609131,58.032227,-31.942749,23.196411,9.265137,53.720093,39.395142,26.385498,-49.429321,-55.389404,22.677612,16.19873
-30.609131,58.032227,-31.942749,23.196411,9.265137,53.720093,39.395142,24.267578,-49.429321,-55.389404,22.677612,14.468384
-7.922363,56.668091,-34.75647,20.681763,9.265137,53.201294,39.395142,24.267578,-49.429321,-55.389404,22.677612,14.468384
-7.922363,56.668091,-34.75647,20.681763,9.265137,53.201294,37.34436,24.267578,-52.926636,-57.659912,20.907593,14.468384
-7.922363,56.668091,-34.75647,20.681763,5.709839,53.201294,37.34436,21.820068,-52.926636,-57.659912,20.907593,14.468384
14.846802,54.595947,-34.75647,17.932129,5.709839,53.201294,37.34436,21.820068,-52.926636,-57.659912,20.907593,12.759399
14.846802,54.595947,-37.982178,17.932129,5.709839,52.157593,35.269165,21.820068,-57.089233,-57.659912,19.943237,12.759399
14.846802,54.595947,-37.982178,17.932129,2.029419,52.157593,35.269165,19.229126,-57.089233,-60.552979,19.943237,12.759399
14.846802,54.595947,-37.982178,15.032959,2.029419,52.157593,35.269165,19.229126,-57.089233,-60.552979,19.943237,10.980225
34.317017,51.812744,-41.45813,15.032959,2.029419,50.540161,33.148193,19.229126,-60.812378,-60.552979,19.943237,10.980225
34.317017,51.812744,-41.45813,15.032959,-1.657104,50.540161,33.148193,19.229126,-60.812378,-64.385986,19.7052,10.980225
34.317017,51.812744,-41.45813,11.962891,-1.657104,50.540161,33.148193,16.522217,-60.812378,-64.385986,19.7052,8.99353
48.397827,48.474121,-44.778442,11.962891,-1.657104,48.477173,30.987549,16.522217,-61.904907,-64.385986,19.7052,8.99353
48.397827,48.474121,-44.778442,11.962891,-5.218506,48.477173,30.987549,16.522217,-61.904907,-68.374634,20.059204,8.99353
48.397827,48.474121,-44.778442,8.752441,-5.218506,48.477173,30.987549,13.894653,-61.904907,-68.374634,20.059204,6.613159
56.796265,44.726563,-47.488403,8.752441,-5.218506,46.04187,30.987549,13.894653,-58.325195,-68.374634,20.059204,6.613159
56.796265,44.726563,-47.488403,8.752441,-8.69751,46.04187,28.723145,13.894653,-58.325195,-70.59021,20.593262,6.613159
