"V3","V4","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
6.799316,-31.533813,28.451538,-59.298706,47.576904,-15.823364,-21.920776,-63.922119,20.111084,-4.638672,-38.400269,-45.083618
4.452515,-35.510254,24.215698,-59.298706,47.576904,-19.677734,-26.242065,-63.922119,18.557739,-4.638672,-38.400269,-45.083618
4.452515,-35.510254,24.215698,-59.298706,50.485229,-19.677734,-26.242065,-63.922119,18.557739,-4.351807,-42.123413,-45.083618
4.452515,-35.510254,24.215698,-63.064575,50.485229,-19.677734,-26.242065,-59.741211,18.557739,-4.351807,-42.123413,-23.406982
1.934814,-39.413452,20.913696,-63.064575,50.485229,-23.513794,-26.242065,-59.741211,16.85791,-4.351807,-42.123413,-23.406982
1.934814,-39.413452,20.913696,-63.064575,51.516724,-23.513794,-30.288696,-59.741211,16.85791,-4.455566,-45.498657,-23.406982
1.934814,-39.413452,20.913696,-63.064575,51.516724,-23.513794,-30.288696,-50.622559,16.85791,-4.455566,-45.498657,0.12207
-0.808716,-42.935181,18.811035,-65.72876,51.516724,-27.301025,-30.288696,-50.622559,16.85791,-4.455566,-45.498657,0.12207
-0.808716,-42.935181,18.811035,-65.72876,51.516724,-27.301025,-33.917236,-50.622559,14.904785,-5.08728,-48.397827,0.12207
-0.808716,-42.935181,18.811035,-65.72876,51.712036,-27.301025,-33.917236,-36.877441,14.904785,-5.08728,-48.397827,0.12207
-3.823853,-45.907593,18.811035,-65.505981,51.712036,-27.301025,-33.917236,-36.877441,14.904785,-5.08728,-48.397827,21.450806
-3.823853,-45.907593,17.837524,-65.505981,51.712036,-31.097412,-37.017822,-36.877441,12.805176,-5.08728,-50.958252,21.450806
-3.823853,-45.907593,17.837524,-65.505981,51.538086,-31.097412,-37.017822,-19.979858,12.805176,-6.091309,-50.958252,21.450806
-3.823853,-45.907593,17.837524,-60.421753,51.538086,-31.097412,-37.017822,-19.979858,12.805176,-6.091309,-50.958252,37.527466
-7.015991,-48.635864,17.697144,-60.421753,51.538086,-35.134888,-39.898682,-19.979858,10.501099,-6.091309,-50.958252,37.527466
-7.015991,-48.635864,17.697144,-60.421753,50.924683,-35.134888,-39.898682,-19.979858,10.501099,-7.25708,-53.744507,37.527466
-7.015991,-48.635864,17.697144,-49.594116,50.924683,-35.134888,-39.898682,-2.471924,10.501099,-7.25708,-53.744507,47.290039
-10.220337,-51.669312,17.919922,-49.594116,50.924683,-39.532471,-42.681885,-2.471924,8.108521,-7.25708,-53.744507,47.290039
-10.220337,-51.669312,17.919922,-49.594116,49.667358,-39.532471,-42.681885,-2.471924,8.108521,-8.355713,-57.128906,47.290039
-10.220337,-51.669312,17.919922,-33.734131,49.667358,-39.532471,-42.681885,13.256836,8.108521,-8.355713,-57.128906,51.541138
-13.232422,-55.459595,18.032837,-33.734131,49.667358,-44.287109,-42.681885,13.256836,5.599976,-8.355713,-57.128906,51.541138
-13.232422,-55.459595,18.032837,-33.734131,47.601318,-44.287109,-45.48645,13.256836,5.599976,-9.344482,-61.05957,51.541138
-13.232422,-55.459595,18.032837,-33.734131,47.601318,-44.287109,-45.48645,25.430298,5.599976,-9.344482,-61.05957,52.209473
-16.009521,-59.762573,17.617798,-15.176392,47.601318,-49.050903,-45.48645,25.430298,5.599976,-9.344482,-61.05957,52.209473
-16.009521,-59.762573,17.617798,-15.176392,47.601318,-49.050903,-48.068237,25.430298,3.115845,-10.305786,-64.428711,52.209473
-16.009521,-59.762573,17.617798,-15.176392,44.818115,-49.050903,-48.068237,33.630371,3.115845,-10.305786,-64.428711,52.209473
-18.667603,-63.378906,17.617798,3.060913,44.818115,-49.050903,-48.068237,33.630371,3.115845,-10.305786,-64.428711,51.2146
-18.667603,-63.378906,16.497803,3.060913,44.818115,-53.414917,-50.393677,33.630371,0.631714,-10.305786,-65.472412,51.2146
-18.667603,-63.378906,16.497803,3.060913,41.522217,-53.414917,-50.393677,38.33313,0.631714,-11.450195,-65.472412,51.2146
-18.667603,-63.378906,16.497803,18.200684,41.522217,-53.414917,-50.393677,38.33313,0.631714,-11.450195,-65.472412,49.804688
-21.450806,-64.428711,14.61792,18.200684,41.522217,-57.040405,-52.493286,38.33313,-1.733398,-11.450195,-65.472412,49.804688
-21.450806,-64.428711,14.61792,18.200684,38.024902,-57.040405,-52.493286,38.33313,-1.733398,-12.887573,-62.207031,49.804688
-21.450806,-64.428711,14.61792,28.781128,38.024902,-57.040405,-52.493286,40.777588,-1.733398,-12.887573,-62.207031,48.309326
-24.499512,-60.995483,12.136841,28.781128,38.024902,-59.9823,-54.940796,40.777588,-4.122925,-12.887573,-62.207031,48.309326
-24.499512,-60.995483,12.136841,28.781128,34.60083,-59.9823,-54.940796,40.777588,-4.122925,-14.654541,-53.442383,48.309326
-24.499512,-60.995483,12.136841,34.790039,34.60083,-59.9823,-54.940796,41.97998,-4.122925,-14.654541,-53.442383,46.54541
-27.786255,-51.913452,9.231567,34.790039,34.60083,-62.548828,-54.940796,41.97998,-6.542969,-14.654541,-53.442383,46.54541
-27.786255,-51.913452,9.231567,34.790039,31.564331,-62.548828,-58.084106,41.97998,-6.542969,-16.604614,-39.263916,46.54541
-27.786255,-51.913452,9.231567,34.790039,31.564331,-62.548828,-58.084106,42.752075,-6.542969,-16.604614,-39.263916,44.177246
-30.993652,-37.554932,6.103516,37.420654,31.564331,-65.075684,-58.084106,42.752075,-6.542969,-16.604614,-39.263916,44.177246
-30.993652,-37.554932,6.103516,37.420654,31.564331,-65.075684,-61.984253,42.752075,-9.20105,-18.621826,-21.398926,44.177246
-30.993652,-37.554932,6.103516,37.420654,29.138184,-65.075684,-61.984253,43.240356,-9.20105,-18.621826,-21.398926,44.177246
-33.795166,-19.781494,6.103516,38.223267,29.138184,-65.075684,-61.984253,43.240356,-9.20105,-18.621826,-21.398926,41.085815
-33.795166,-19.781494,2.859497,38.223267,29.138184,-67.272949,-65.341187,43.240356,-12.054443,-18.621826,-2.44751,41.085815
-33.795166,-19.781494,2.859497,38.223267,27.532959,-67.272949,-65.341187,43.432617,-12.054443,-20.651245,-2.44751,41.085815
-33.795166,-19.781494,2.859497,38.467407,27.532959,-67.272949,-65.341187,43.432617,-12.054443,-20.651245,-2.44751,37.32605
-36.090088,-1.434326,-0.457764,38.467407,27.532959,-68.35022,-66.439819,43.432617,-15.06958,-20.651245,-2.44751,37.32605
-36.090088,-1.434326,-0.457764,38.467407,26.730347,-68.35022,-66.439819,43.432617,-15.06958,-22.827148,14.749146,37.32605
-36.090088,-1.434326,-0.457764,38.671875,26.730347,-68.35022,-66.439819,43.057251,-15.06958,-22.827148,14.749146,33.102417
-38.244629,14.700317,-3.915405,38.671875,26.730347,-66.96167,-63.290405,43.057251,-18.02063,-22.827148,14.749146,33.102417
-38.244629,14.700317,-3.915405,38.671875,26.577759,-66.96167,-63.290405,43.057251,-18.02063,-25.305176,28.286743,33.102417
-38.244629,14.700317,-3.915405,38.824463,26.577759,-66.96167,-63.290405,42.089844,-18.02063,-25.305176,28.286743,28.564453
-40.844727,26.730347,-7.565308,38.824463,26.577759,-61.550903,-63.290405,42.089844,-21.298218,-25.305176,28.286743,28.564453
-40.844727,26.730347,-7.565308,38.824463,26.721191,-61.550903,-54.63562,42.089844,-21.298218,-28.207397,37.399292,28.564453
-40.844727,26.730347,-7.565308,38.824463,26.721191,-61.550903,-54.63562,40.457153,-21.298218,-28.207397,37.399292,23.953247
-44.329834,34.213257,-11.477661,38.531494,26.721191,-51.242065,-54.63562,40.457153,-21.298218,-28.207397,37.399292,23.953247
-44.329834,34.213257,-11.477661,38.531494,26.721191,-51.242065,-40.530396,40.457153,-24.230957,-31.689453,42.593384,23.953247
-44.329834,34.213257,-11.477661,38.531494,26.800537,-51.242065,-40.530396,38.378906,-24.230957,-31.689453,42.593384,23.953247
-48.303223,37.860107,-11.477661,37.542725,26.800537,-51.242065,-40.530396,38.378906,-24.230957,-31.689453,42.593384,19.534302
-48.303223,37.860107,-15.588379,37.542725,26.800537,-36.502075,-22.955322,38.378906,-27.139282,-31.689453,44.903564,19.534302
-48.303223,37.860107,-15.588379,37.542725,26.519775,-36.502075,-22.955322,35.955811,-27.139282,-35.162354,44.903564,19.534302
-48.303223,37.860107,-15.588379,35.751343,26.519775,-36.502075,-22.955322,35.955811,-27.139282,-35.162354,44.903564,15.734863
-51.367188,39.096069,-19.775391,35.751343,26.519775,-19.110107,-4.763794,35.955811,-30.215454,-35.162354,45.516968,15.734863
-51.367188,39.096069,-19.775391,35.751343,25.78125,-19.110107,-4.763794,35.955811,-30.215454,-38.201904,45.516968,15.734863
-51.367188,39.096069,-19.775391,33.306885,25.78125,-19.110107,-4.763794,33.538818,-30.215454,-38.201904,45.516968,12.902832
-51.339722,39.208984,-23.834229,33.306885,25.78125,-1.690674,10.949707,33.538818,-33.679199,-38.201904,45.516968,12.902832
-51.339722,39.208984,-23.834229,33.306885,24.575806,-1.690674,10.949707,33.538818,-33.679199,-40.774536,45.126343,12.902832
-51.339722,39.208984,-23.834229,30.386353,24.575806,-1.690674,10.949707,31.335449,-33.679199,-40.774536,45.126343,11.230469
-46.160889,39.004517,-27.642822,30.386353,24.575806,13.287354,10.949707,31.335449,-37.243652,-40.774536,45.126343,11.230469
-46.160889,39.004517,-27.642822,30.386353,23.019409,13.287354,22.32666,31.335449,-37.243652,-43.228149,44.113159,11.230469
-46.160889,39.004517,-27.642822,30.386353,23.019409,13.287354,22.32666,29.714966,-37.243652,-43.228149,44.113159,10.559082
-34.844971,38.61084,-31.188965,27.243042,23.019409,24.209595,22.32666,29.714966,-37.243652,-43.228149,44.113159,10.559082
-34.844971,38.61084,-31.188965,27.243042,23.019409,24.209595,28.903198,29.714966,-40.55481,-46.188354,42.428589,10.559082
-34.844971,38.61084,-31.188965,27.243042,21.148682,24.209595,28.903198,28.775024,-40.55481,-46.188354,42.428589,10.559082
-18.200684,37.796021,-31.188965,24.090576,21.148682,24.209595,28.903198,28.775024,-40.55481,-46.188354,42.428589,10.488892
-18.200684,37.796021,-34.835815,24.090576,21.148682,30.834961,31.756592,28.775024,-43.154907,-46.188354,40.097046,10.488892
-18.200684,37.796021,-34.835815,24.090576,19.02771,30.834961,31.756592,28.613281,-43.154907,-50.05188,40.097046,10.488892
-18.200684,37.796021,-34.835815,21.270752,19.02771,30.834961,31.756592,28.613281,-43.154907,-50.05188,40.097046,10.482788
1.318359,36.190796,-38.687134,21.270752,19.02771,33.984375,32.415771,28.613281,-45.20874,-50.05188,37.081909,10.482788
1.318359,36.190796,-38.687134,21.270752,16.656494,33.984375,32.415771,28.613281,-45.20874,-54.504395,37.081909,10.482788
1.318359,36.190796,-38.687134,19.049072,16.656494,33.984375,32.415771,28.939819,-45.20874,-54.504395,37.081909,10.171509
20.330811,33.673096,-42.630005,19.049072,16.656494,35.058594,32.434082,28.939819,-47.201538,-54.504395,37.081909,10.171509
20.330811,33.673096,-42.630005,19.049072,14.086914,35.058594,32.434082,28.939819,-47.201538,-58.187866,33.563232,10.171509
20.330811,33.673096,-42.630005,17.672729,14.086914,35.058594,32.434082,29.53186,-47.201538,-58.187866,33.563232,9.344482
35.83374,30.319214,-46.459961,17.672729,14.086914,35.299683,32.434082,29.53186,-50.027466,-58.187866,33.563232,9.344482
35.83374,30.319214,-46.459961,17.672729,11.355591,35.299683,32.418823,29.53186,-50.027466,-59.078979,29.675293,9.344482
35.83374,30.319214,-46.459961,17.672729,11.355591,35.299683,32.418823,29.943848,-50.027466,-59.078979,29.675293,8.044434
46.099854,26.516724,-49.880981,17.089844,11.355591,35.440063,32.418823,29.943848,-50.027466,-59.078979,29.675293,8.044434
46.099854,26.516724,-49.880981,17.089844,11.355591,35.440063,32.476807,29.943848,-53.918457,-55.111694,25.71106,8.044434
46.099854,26.516724,-49.880981,17.089844,8.508301,35.440063,32.476807,30.020142,-53.918457,-55.111694,25.71106,8.044434
51.113892,22.714233,-49.880981,17.034912,8.508301,35.440063,32.476807,30.020142,-53.918457,-55.111694,25.71106,6.344604
51.113892,22.714233,-52.627563,17.034912,8.508301,35.562134,32.089233,30.020142,-58.261108,-55.111694,21.887207,6.344604
51.113892,22.714233,-52.627563,17.034912,5.514526,35.562134,32.089233,29.550171,-58.261108,-45.214844,21.887207,6.344604
51.113892,22.714233,-52.627563,17.019653,5.514526,35.562134,32.089233,29.550171,-58.261108,-45.214844,21.887207,4.342651
52.154541,19.418335,-54.797363,17.019653,5.514526,35.430908,30.960083,29.550171,-61.056519,-45.214844,18.609619,4.342651
52.154541,19.418335,-54.797363,17.019653,2.392578,35.430908,30.960083,29.550171,-61.056519,-29.827881,18.609619,4.342651
52.154541,19.418335,-54.797363,16.629028,2.392578,35.430908,30.960083,28.607178,-61.056519,-29.827881,18.609619,2.072144
51.034546,17.016602,-56.808472,16.629028,2.392578,34.689331,28.884888,28.607178,-60.20813,-29.827881,18.609619,2.072144
51.034546,17.016602,-56.808472,16.629028,-0.875854,34.689331,28.884888,28.607178,-60.20813,-10.955811,16.119385,2.072144
51.034546,17.016602,-56.808472,15.594482,-0.875854,34.689331,28.884888,27.148438,-60.20813,-10.955811,16.119385,-0.402832
49.194336,15.740967,-59.225464,15.594482,-0.875854,33.224487,28.884888,27.148438,-53.83606,-10.955811,16.119385,-0.402832
49.194336,15.740967,-59.225464,15.594482,-4.165649,33.224487,26.119995,27.148438,-53.83606,8.560181,14.685059,-0.402832
49.194336,15.740967,-59.225464,15.594482,-4.165649,33.224487,26.119995,25.305176,-53.83606,8.560181,14.685059,-3.045654
47.332764,15.515137,-62.1521,13.980103,-4.165649,31.109619,26.119995,25.305176,-53.83606,8.560181,14.685059,-3.045654
47.332764,15.515137,-62.1521,13.980103,-4.165649,31.109619,22.891235,25.305176,-41.741943,25.958252,14.208984,-3.045654
47.332764,15.515137,-62.1521,13.980103,-7.376099,31.109619,22.891235,23.043823,-41.741943,25.958252,14.208984,-3.045654
45.324707,16.036987,-62.1521,11.941528,-7.376099,31.109619,22.891235,23.043823,-41.741943,25.958252,14.208984,-5.770874
45.324707,16.036987,-64.813232,11.941528,-7.376099,28.62854,19.631958,23.043823,-25.332642,25.958252,14.474487,-5.770874
45.324707,16.036987,-64.813232,11.941528,-10.388184,28.62854,19.631958,20.535278,-25.332642,39.501953,14.474487,-5.770874
45.324707,16.036987,-64.813232,9.716797,-10.388184,28.62854,19.631958,20.535278,-25.332642,39.501953,14.474487,-8.621216
42.74292,16.738892,-65.756226,9.716797,-10.388184,26.089478,16.52832,20.535278,-7.568359,39.501953,15.002441,-8.621216
42.74292,16.738892,-65.756226,9.716797,-13.235474,26.089478,16.52832,20.535278,-7.568359,48.699951,15.002441,-8.621216
42.74292,16.738892,-65.756226,7.345581,-13.235474,26.089478,16.52832,17.767334,-7.568359,48.699951,15.002441,-11.630249
39.178467,17.095947,-63.067627,7.345581,-13.235474,23.803711,13.952637,17.767334,8.602905,48.699951,15.002441,-11.630249
39.178467,17.095947,-63.067627,7.345581,-16.052246,23.803711,13.952637,17.767334,8.602905,54.217529,15.420532,-11.630249
39.178467,17.095947,-63.067627,4.79126,-16.052246,23.803711,13.952637,14.926147,8.602905,54.217529,15.420532,-14.880371
34.655762,16.705322,-55.224609,4.79126,-16.052246,21.981812,13.952637,14.926147,20.93811,54.217529,15.420532,-14.880371
34.655762,16.705322,-55.224609,4.79126,-19.119263,21.981812,12.06665,14.926147,20.93811,57.159424,15.356445,-14.880371
34.655762,16.705322,-55.224609,4.79126,-19.119263,21.981812,12.06665,11.975098,20.93811,57.159424,15.356445,-18.313599
29.556274,15.50293,-41.995239,1.94397,-19.119263,20.812988,12.06665,11.975098,20.93811,57.159424,15.356445,-18.313599
29.556274,15.50293,-41.995239,1.94397,-19.119263,20.812988,11.129761,11.975098,28.939819,58.590698,14.749146,-18.313599
29.556274,15.50293,-41.995239,1.94397,-22.354126,20.812988,11.129761,9.008789,28.939819,58.590698,14.749146,-18.313599
24.536133,13.653564,-41.995239,-1.165771,-22.354126,20.812988,11.129761,9.008789,28.939819,58.590698,14.749146,-21.777344
24.536133,13.653564,-24.697876,-1.165771,-22.354126,20.309448,11.029053,9.008789,33.346558,58.590698,13.522339,-21.777344
24.536133,13.653564,-24.697876,-1.165771,-25.701904,20.309448,11.029053,5.941772,33.346558,59.146118,13.522339,-21.777344
24.536133,13.653564,-24.697876,-4.452515,-25.701904,20.309448,11.029053,5.941772,33.346558,59.146118,13.522339,-25.042725
20.178223,11.459351,-5.929565,-4.452515,-25.701904,20.437622,11.59668,5.941772,35.769653,59.146118,13.522339,-25.042725
20.178223,11.459351,-5.929565,-4.452515,-28.988647,20.437622,11.59668,5.941772,35.769653,59.075928,11.791992,-25.042725
20.178223,11.459351,-5.929565,-7.696533,-28.988647,20.437622,11.59668,2.865601,35.769653,59.075928,11.791992,-28.051758
16.925049,9.088135,11.410522,-7.696533,-28.988647,20.956421,12.298584,2.865601,37.484741,59.075928,11.791992,-28.051758
16.925049,9.088135,11.410522,-7.696533,-32.183838,20.956421,12.298584,2.865601,37.484741,58.36792,9.552002,-28.051758
16.925049,9.088135,11.410522,-10.852051,-32.183838,20.956421,12.298584,-0.256348,37.484741,58.36792,9.552002,-30.905151
14.874268,6.588745,25.045776,-10.852051,-32.183838,21.582031,12.298584,-0.256348,39.303589,58.36792,9.552002,-30.905151
14.874268,6.588745,25.045776,-10.852051,-35.403442,21.582031,12.805176,-0.256348,39.303589,57.022095,6.906128,-30.905151
14.874268,6.588745,25.045776,-10.852051,-35.403442,21.582031,12.805176,-3.274536,39.303589,57.022095,6.906128,-33.917236
13.934326,3.80249,34.103394,-13.922119,-35.403442,21.97876,12.805176,-3.274536,39.303589,57.022095,6.906128,-33.917236
13.934326,3.80249,34.103394,-13.922119,-35.403442,21.97876,12.731934,-3.274536,41.110229,55.026245,3.875732,-33.917236
13.934326,3.80249,34.103394,-13.922119,-38.922119,21.97876,12.731934,-6.286621,41.110229,55.026245,3.875732,-33.917236
13.778687,0.683594,34.103394,-17.062378,-38.922119,21.97876,12.731934,-6.286621,41.110229,55.026245,3.875732,-37.252808
13.778687,0.683594,39.059448,-17.062378,-38.922119,21.932983,12.142944,-6.286621,42.666626,55.026245,0.616455,-37.252808
13.778687,0.683594,39.059448,-17.062378,-42.892456,21.932983,12.142944,-9.27124,42.666626,52.432251,0.616455,-37.252808
13.778687,0.683594,39.059448,-20.349121,-42.892456,21.932983,12.142944,-9.27124,42.666626,52.432251,0.616455,-40.838623
14.035034,-2.731323,41.299438,-20.349121,-42.892456,21.31958,11.068726,-9.27124,43.551636,52.432251,0.616455,-40.838623
14.035034,-2.731323,41.299438,-20.349121,-47.198486,21.31958,11.068726,-9.27124,43.551636,49.230957,-2.844238,-40.838623
14.035034,-2.731323,41.299438,-23.742676,-47.198486,21.31958,11.068726,-12.42981,43.551636,49.230957,-2.844238,-44.250488
14.291382,-6.195068,42.321777,-23.742676,-47.198486,20.223999,9.732056,-12.42981,43.774414,49.230957,-2.844238,-44.250488
14.291382,-6.195068,42.321777,-23.742676,-51.35498,20.223999,9.732056,-12.42981,43.774414,45.477295,-6.378174,-44.250488
14.291382,-6.195068,42.321777,-27.023315,-51.35498,20.223999,9.732056,-15.750122,43.774414,45.477295,-6.378174,-47.073364
14.23645,-9.475708,43.173218,-27.023315,-51.35498,18.728638,9.732056,-15.750122,43.338013,45.477295,-6.378174,-47.073364
14.23645,-9.475708,43.173218,-27.023315,-54.888916,18.728638,8.09021,-15.750122,43.338013,41.290283,-10.058594,-47.073364
14.23645,-9.475708,43.173218,-27.023315,-54.888916,18.728638,8.09021,-19.277954,43.338013,41.290283,-10.058594,-49.215698
13.626099,-12.451172,44.158936,-30.029297,-54.888916,16.973877,8.09021,-19.277954,43.338013,41.290283,-10.058594,-49.215698
13.626099,-12.451172,44.158936,-30.029297,-54.888916,16.973877,6.176758,-19.277954,42.437744,36.984253,-13.809204,-49.215698
13.626099,-12.451172,44.158936,-30.029297,-57.617188,16.973877,6.176758,-22.802734,42.437744,36.984253,-13.809204,-49.215698
12.42981,-15.264893,44.158936,-32.666016,-57.617188,16.973877,6.176758,-22.802734,42.437744,36.984253,-13.809204,-51.199341
12.42981,-15.264893,45.062256,-32.666016,-57.617188,14.978027,3.833008,-22.802734,41.00647,36.984253,-17.651367,-51.199341
12.42981,-15.264893,45.062256,-32.666016,-59.988403,14.978027,3.833008,-26.300049,41.00647,32.940674,-17.651367,-51.199341
12.42981,-15.264893,45.062256,-35.125732,-59.988403,14.978027,3.833008,-26.300049,41.00647,32.940674,-17.651367,-53.839111
10.684204,-18.115234,45.388794,-35.125732,-59.988403,12.738037,1.208496,-26.300049,39.175415,32.940674,-21.432495,-53.839111
10.684204,-18.115234,45.388794,-35.125732,-62.799072,12.738037,1.208496,-26.300049,39.175415,29.589844,-21.432495,-53.839111
10.684204,-18.115234,45.388794,-37.615967,-62.799072,12.738037,1.208496,-29.663086,39.175415,29.589844,-21.432495,-57.717896
8.590698,-21.185303,44.781494,-37.615967,-62.799072,10.202026,-1.647949,-29.663086,36.987305,29.589844,-21.432495,-57.717896
8.590698,-21.185303,44.781494,-37.615967,-66.616821,10.202026,-1.647949,-29.663086,36.987305,27.11792,-25.12207,-57.717896
8.590698,-21.185303,44.781494,-40.304565,-66.616821,10.202026,-1.647949,-33.129883,36.987305,27.11792,-25.12207,-62.362671
6.32019,-24.356079,43.093872,-40.304565,-66.616821,7.421875,-1.647949,-33.129883,34.915161,27.11792,-25.12207,-62.362671
6.32019,-24.356079,43.093872,-40.304565,-70.910645,7.421875,-4.437256,-33.129883,34.915161,25.534058,-28.656006,-62.362671
6.32019,-24.356079,43.093872,-40.304565,-70.910645,7.421875,-4.437256,-36.776733,34.915161,25.534058,-28.656006,-66.05835
4.019165,-27.380371,40.487671,-43.060303,-70.910645,4.486084,-4.437256,-36.776733,34.915161,25.534058,-28.656006,-66.05835
4.019165,-27.380371,40.487671,-43.060303,-70.910645,4.486084,-7.174683,-36.776733,33.331299,24.572754,-32.211304,-66.05835
4.019165,-27.380371,40.487671,-43.060303,-73.895264,4.486084,-7.174683,-40.725708,33.331299,24.572754,-32.211304,-66.05835
1.690674,-29.986572,40.487671,-45.605469,-73.895264,4.486084,-7.174683,-40.725708,33.331299,24.572754,-32.211304,-66.18042
1.690674,-29.986572,37.280273,-45.605469,-73.895264,1.602173,-9.844971,-40.725708,32.687378,24.572754,-35.873413,-66.18042
1.690674,-29.986572,37.280273,-45.605469,-73.550415,1.602173,-9.844971,-44.689941,32.687378,23.916626,-35.873413,-66.18042
1.690674,-29.986572,37.280273,-47.662354,-73.550415,1.602173,-9.844971,-44.689941,32.687378,23.916626,-35.873413,-60.336304
-0.738525,-32.226563,33.914185,-47.662354,-73.550415,-1.138306,-12.698364,-44.689941,32.928467,23.916626,-39.785767,-60.336304
-0.738525,-32.226563,33.914185,-47.662354,-67.559814,-1.138306,-12.698364,-44.689941,32.928467,23.245239,-39.785767,-60.336304
-0.738525,-32.226563,33.914185,-49.328613,-67.559814,-1.138306,-12.698364,-48.397827,32.928467,23.245239,-39.785767,-47.463989
-3.424072,-34.47876,30.783081,-49.328613,-67.559814,-3.674316,-15.753174,-48.397827,33.80127,23.245239,-39.785767,-47.463989
-3.424072,-34.47876,30.783081,-49.328613,-54.73938,-3.674316,-15.753174,-48.397827,33.80127,22.393799,-43.765259,-47.463989
-3.424072,-34.47876,30.783081,-50.98877,-54.73938,-3.674316,-15.753174,-51.513672,33.80127,22.393799,-43.765259,-28.610229
-6.399536,-37.295532,28.240967,-50.98877,-54.73938,-6.14624,-15.753174,-51.513672,34.655762,22.393799,-43.765259,-28.610229
-6.399536,-37.295532,28.240967,-50.98877,-35.931396,-6.14624,-19.052124,-51.513672,34.655762,21.24939,-47.625732,-28.610229
-6.399536,-37.295532,28.240967,-50.98877,-35.931396,-6.14624,-19.052124,-54.23584,34.655762,21.24939,-47.625732,-6.610107
-9.616089,-40.826416,26.422119,-53.225708,-35.931396,-8.709717,-19.052124,-54.23584,34.655762,21.24939,-47.625732,-6.610107
-9.616089,-40.826416,26.422119,-53.225708,-35.931396,-8.709717,-22.271729,-54.23584,35.113525,19.821167,-51.095581,-6.610107
-9.616089,-40.826416,26.422119,-53.225708,-13.796997,-8.709717,-22.271729,-56.976318,35.113525,19.821167,-51.095581,-6.610107
-12.838745,-44.549561,26.422119,-56.152344,-13.796997,-8.709717,-22.271729,-56.976318,35.113525,19.821167,-51.095581,14.828491
-12.838745,-44.549561,25.314331,-56.152344,-13.796997,-11.49292,-25.335693,-56.976318,34.848022,19.821167,-54.25415,14.828491
-12.838745,-44.549561,25.314331,-56.152344,8.068848,-11.49292,-25.335693,-60.443115,34.848022,18.078613,-54.25415,14.828491
-12.838745,-44.549561,25.314331,-59.158325,8.068848,-11.49292,-25.335693,-60.443115,34.848022,18.078613,-54.25415,32.601929
-15.844727,-47.027588,24.673462,-59.158325,8.068848,-14.450073,-28.103638,-60.443115,34.066772,18.078613,-57.357788,32.601929
-15.844727,-47.027588,24.673462,-59.158325,26.49231,-14.450073,-28.103638,-60.443115,34.066772,16.052246,-57.357788,32.601929
-15.844727,-47.027588,24.673462,-60.702515,26.49231,-14.450073,-28.103638,-64.660645,34.066772,16.052246,-57.357788,45.068359
-18.508911,-46.463013,24.206543,-60.702515,26.49231,-17.453003,-30.865479,-64.660645,32.922363,16.052246,-57.357788,45.068359
-18.508911,-46.463013,24.206543,-60.702515,39.675903,-17.453003,-30.865479,-64.660645,32.922363,13.726807,-60.864258,45.068359
-18.508911,-46.463013,24.206543,-58.901978,39.675903,-17.453003,-30.865479,-68.615723,32.922363,13.726807,-60.864258,52.371216
-20.947266,-41.333008,23.59314,-58.901978,39.675903,-20.285034,-30.865479,-68.615723,31.707764,13.726807,-60.864258,52.371216
-20.947266,-41.333008,23.59314,-58.901978,47.631836,-20.285034,-33.792114,-68.615723,31.707764,11.14502,-64.752197,52.371216
-20.947266,-41.333008,23.59314,-58.901978,47.631836,-20.285034,-33.792114,-70.535278,31.707764,11.14502,-64.752197,55.813599
-23.394775,-31.219482,22.637939,-52.227783,47.631836,-22.930908,-33.792114,-70.535278,31.707764,11.14502,-64.752197,55.813599
-23.394775,-31.219482,22.637939,-52.227783,47.631836,-22.930908,-37.078857,-70.535278,30.349731,8.309937,-68.215942,55.813599
-23.394775,-31.219482,22.637939,-52.227783,51.596069,-22.930908,-37.078857,-68.878174,30.349731,8.309937,-68.215942,55.813599
-26.116943,-17.068481,22.637939,-40.396118,51.596069,-22.930908,-37.078857,-68.878174,30.349731,8.309937,-68.215942,57.052612
-26.116943,-17.068481,21.224976,-40.396118,51.596069,-25.479126,-40.45105,-68.878174,28.805542,8.309937,-69.763184,57.052612
-26.116943,-17.068481,21.224976,-40.396118,53.305054,-25.479126,-40.45105,-61.8927,28.805542,5.26123,-69.763184,57.052612
-26.116943,-17.068481,21.224976,-24.554443,53.305054,-25.479126,-40.45105,-61.8927,28.805542,5.26123,-69.763184,57.284546
-29.089355,-1.031494,19.37561,-24.554443,53.305054,-28.189087,-43.630981,-61.8927,26.831055,5.26123,-67.919922,57.284546
-29.089355,-1.031494,19.37561,-24.554443,54.074097,-28.189087,-43.630981,-61.8927,26.831055,2.01416,-67.919922,57.284546
-29.089355,-1.031494,19.37561,-7.116699,54.074097,-28.189087,-43.630981,-49.27063,26.831055,2.01416,-67.919922,57.070923
-32.138062,14.385986,17.102051,-7.116699,54.074097,-31.195068,-46.234131,-49.27063,24.526978,2.01416,-67.919922,57.070923
-32.138062,14.385986,17.102051,-7.116699,54.541016,-31.195068,-46.234131,-49.27063,24.526978,-1.318359,-61.193848,57.070923
-32.138062,14.385986,17.102051,9.249878,54.541016,-31.195068,-46.234131,-32.125854,24.526978,-1.318359,-61.193848,56.408691
