"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40"
-8.253605,-36.653697,10.075532,18.333715,24.980545,-1.405356,35.353628,-24.87068,3.428702,-2.311742,14.103914,-19.029526,0.306706,1.61593,-1.304646,5.342183,20.247196,-60.823987,-12.080568,1.515221,15.211719,-25.777066,13.600366,-19.230945,16.118105,-32.323186,-18.425269,8.162051,19.743648,12.391852,-2.412451,-7.951476,-3.520256,21.254292,-3.117418,2.522316,-6.742962,1.313802,-14.497597,10.377661
-7.04509,-19.432364,1.414511,12.593271,24.980545,0.608835,35.454337,-26.683452,2.220188,-4.628061,17.024491,-20.741589,4.335088,0.608835,-1.203937,6.651408,17.528038,-61.931792,-15.90753,8.665598,16.218814,-21.748684,16.319524,-12.785535,10.881208,-35.545892,-14.799725,8.26276,23.77203,9.974823,-1.405356,-3.923095,-4.124514,24.476997,-5.836576,4.032959,-6.138705,-4.93019,-15.101854,9.571984
-2.915999,-7.850767,0.810254,10.881208,23.570611,0.205997,32.73518,-29.20119,1.414511,-4.628061,13.801785,-22.856489,5.241474,-2.311742,-8.253605,6.14786,12.996109,-56.493477,-19.734493,8.967727,13.701076,-15.605402,10.377661,-6.340124,8.36347,-35.545892,-13.389792,17.326619,28.404669,7.255665,-6.541543,1.112383,1.112383,25.484092,-7.347219,5.745022,-7.548638,8.665598,-21.245136,11.082628
-4.325933,-7.447929,-3.218128,6.248569,23.469902,-1.808194,30.720989,-27.891966,0.709544,-6.541543,2.119478,-27.992676,4.335088,-3.318837,-7.850767,3.327993,6.651408,-57.399863,-24.971389,5.342183,10.075532,-6.843671,6.248569,-1.002518,5.442893,-36.150149,-16.411078,13.902495,25.584802,7.255665,-12.886244,2.925154,-2.009613,24.376287,-6.541543,6.349279,-9.663539,4.335088,-22.65507,12.391852
-4.628061,-7.649348,-10.569925,4.435798,23.87274,-8.656443,27.699702,-29.100481,-0.901808,-1.908904,-9.46212,-27.388418,6.248569,-3.117418,-10.872053,-1.203937,2.119478,-53.270771,-35.243763,3.025864,6.248569,-8.152895,5.040055,0.306706,3.730831,-32.323186,-15.303273,13.600366,23.167773,6.14786,-20.036622,9.672694,-6.340124,21.455711,-5.534447,12.79469,-16.411078,-15.202564,-22.453651,13.499657
-5.937285,-13.994049,-12.382696,5.241474,26.08835,-4.628061,22.865644,-26.884871,-0.700389,-3.520256,-11.979858,-25.575647,9.169146,-4.628061,-20.43946,-4.82948,5.241474,-44.81117,-42.59556,0.508125,0.608835,-5.333028,10.075532,2.623026,3.93225,-28.395514,-11.879149,14.708171,20.247196,6.14786,-25.172808,12.492561,-4.728771,21.153582,-7.850767,14.808881,-19.331655,-11.57702,-17.518883,16.420233
-8.857862,-15.90753,-14.396887,3.428702,26.390478,1.515221,23.067063,-21.849394,-1.606775,-4.225223,-16.310369,-23.460746,13.298238,-4.124514,-17.518883,-6.944381,4.838636,-32.021058,-50.954452,1.414511,-4.93019,-9.562829,14.305333,7.356374,2.421607,-26.482033,-11.979858,18.635843,20.247196,6.550698,-29.604028,12.492561,-9.2607,19.34081,-9.2607,14.406042,-16.713207,-15.90753,-14.598306,15.413138
-7.1458,-10.872053,-15.101854,1.213092,28.102541,3.529412,35.051499,-27.388418,3.227283,-4.225223,-14.900435,-25.374228,13.801785,-3.117418,-15.504692,-6.037995,-0.096132,-19.734493,-56.694896,4.032959,-5.232319,-3.620966,14.406042,12.69398,-1.103227,-18.626688,-9.159991,20.448615,21.455711,7.457084,-38.16434,14.305333,-7.24651,18.031586,-7.750057,13.600366,-18.22385,9.974823,-19.331655,17.628748
-3.822385,-8.052186,-14.296178,3.83154,26.491188,2.320897,34.74937,-26.582742,8.665598,-4.728771,-24.165713,-23.964294,13.298238,-0.49897,-10.167086,-8.857862,-6.340124,-13.994049,-60.21973,5.140764,-0.196841,-5.433738,7.557793,11.787594,-4.628061,-10.469215,-8.455024,21.65713,18.132296,6.349279,-40.984207,12.895399,-9.159991,15.211719,-5.735866,10.377661,-16.813916,10.176242,-20.43946,22.563516
3.126574,-2.81529,-17.317464,0.608835,24.879835,-0.59968,32.030213,-25.474937,10.176242,-1.002518,-26.98558,-21.849394,11.787594,-0.59968,-12.684825,-8.052186,-15.303273,-12.483406,-53.170062,4.536507,7.154955,-12.080568,-5.232319,13.398947,-3.318837,-3.318837,-7.347219,18.837262,11.384756,9.874113,-40.682078,12.996109,-12.080568,11.787594,0.105287,8.464179,-14.799725,9.571984,-23.460746,23.067063
7.960632,-0.297551,-17.216754,-2.009613,29.311055,0.508125,38.173495,-22.352941,10.176242,-5.0309,-31.4168,-20.943008,9.874113,-6.742962,-16.612497,-7.1458,-21.547265,-13.79263,-48.738842,4.335088,12.69398,-16.411078,-19.935912,16.017395,1.515221,-0.096132,-7.24651,15.715267,8.061341,9.773403,-35.344472,15.312428,-10.972763,12.69398,1.515221,9.269856,-11.073472,-1.405356,-28.093385,22.764935
6.449988,6.349279,-12.886244,-0.196841,28.908217,4.838636,55.797665,-15.101854,8.162051,-8.555734,-34.035248,-15.706111,9.370565,-7.951476,-17.418174,-9.864958,-27.992676,-13.69192,-45.314717,3.327993,18.937972,-21.950103,-37.257954,17.830167,2.320897,1.515221,-6.239414,14.607462,7.054246,8.867018,-24.76997,12.291142,-10.771344,12.291142,-0.49897,12.895399,-5.0309,3.93225,-32.323186,20.347906
10.276951,13.298238,-15.605402,1.817349,24.879835,3.630121,67.681392,-17.216754,11.284047,-10.368505,-30.208286,-16.310369,10.176242,-7.649348,-12.281987,-9.159991,-37.157244,-13.087663,-40.27924,2.623026,19.240101,-19.230945,-41.387045,18.635843,1.918059,7.960632,-6.944381,8.766308,8.061341,6.550698,-17.821012,9.874113,-11.57702,14.808881,-0.49897,13.499657,-5.131609,15.614557,-38.869307,18.837262
15.614557,14.607462,-17.821012,4.737926,28.404669,1.414511,67.379263,-15.605402,12.996109,-11.67773,-39.372854,-18.022431,11.586175,-6.037995,-11.274891,-10.771344,-40.480659,-12.181277,-29.20119,6.449988,22.966354,-25.777066,-44.005493,16.319524,-1.203937,6.752117,-8.152895,11.888304,7.960632,0.810254,-12.483406,7.457084,-11.375601,15.715267,1.515221,17.628748,-5.836576,13.298238,-45.616846,17.024491
16.420233,19.844358,-12.986954,4.032959,26.08835,0.709544,56.603342,-7.548638,12.391852,-9.562829,-40.883497,-18.425269,11.384756,-5.333028,-12.785535,-9.46212,-45.113298,-12.584115,-9.663539,7.960632,22.160677,-29.100481,-46.92607,12.190433,-0.901808,2.018769,-15.001144,9.370565,8.061341,2.824445,-8.656443,5.644312,-13.591211,18.837262,2.522316,17.427329,-0.59968,15.413138,-48.436713,14.406042
16.118105,30.821698,-15.605402,-3.419547,26.390478,-4.527352,50.862898,-3.923095,11.586175,-9.159991,-44.509041,-20.943008,11.284047,-5.333028,-9.864958,-8.656443,-49.645228,-8.455024,4.838636,9.571984,22.261387,-36.049439,-46.120394,12.190433,0.105287,-5.131609,-18.928817,16.520943,9.169146,1.515221,-8.354315,3.126574,-17.015335,16.722362,1.515221,19.038682,-3.419547,2.522316,-49.443809,14.204623
15.413138,36.96498,-14.396887,-4.225223,26.189059,-6.037995,46.431678,5.543603,13.096818,-11.073472,-38.768597,-18.022431,11.082628,-7.24651,-10.469215,-11.778439,-48.839551,-6.541543,5.845731,12.190433,20.750744,-38.768597,-33.531701,9.672694,-1.707485,-6.340124,-14.396887,15.312428,7.255665,-0.901808,-8.555734,2.723735,-16.310369,18.233005,3.327993,20.549325,-10.368505,4.737926,-49.745937,17.528038
9.672694,35.152209,-14.094759,0.205997,18.837262,-13.69192,41.799039,11.082628,12.391852,-9.46212,-38.970016,-12.684825,12.089723,-7.24651,-10.469215,-12.684825,-45.616846,-4.325933,4.737926,14.305333,18.434424,-44.509041,-15.806821,9.269856,-2.613871,-6.138705,-14.497597,19.542229,4.939345,-4.82948,-11.375601,-1.405356,-17.015335,15.513847,-1.103227,17.427329,-15.90753,0.508125,-50.652323,20.045777
7.859922,32.030213,-16.411078,-1.002518,14.506752,-17.418174,40.892653,11.485466,12.69398,-10.368505,-43.300526,-8.052186,9.974823,-9.059281,-6.944381,-10.670634,-36.049439,-6.944381,-1.707485,17.628748,14.90959,-36.049439,-2.613871,6.550698,-4.628061,-9.663539,-15.806821,18.434424,6.752117,-8.857862,-16.209659,-4.426642,-15.504692,12.291142,-2.211032,17.22591,-18.928817,5.745022,-49.745937,22.059968
1.71664,25.484092,-10.872053,2.925154,13.197528,-22.957199,37.871366,13.197528,12.391852,-7.1458,-43.804074,-2.915999,7.255665,-7.850767,-1.002518,-11.879149,-33.028153,-7.347219,-7.951476,19.743648,10.57908,-29.906157,0.709544,-1.808194,-2.211032,-10.368505,-23.057908,16.420233,9.874113,-8.857862,-20.137331,-3.318837,-18.022431,12.089723,-5.0309,18.736553,-22.55436,4.838636,-48.436713,21.254292
1.71664,25.98764,-10.670634,5.342183,8.36347,-28.798352,42.604715,13.197528,12.996109,-5.937285,-42.897688,-2.110323,9.169146,-3.117418,-0.398261,-8.555734,-36.552987,-5.635157,-13.289082,22.261387,7.054246,-21.245136,-2.71458,-8.958572,0.608835,-5.131609,-21.748684,24.074159,8.36347,-8.656443,-24.065003,-3.419547,-18.525979,7.759213,-2.009613,15.815976,-24.971389,16.520943,-44.911879,21.052872
5.946441,28.001831,-10.267796,6.953536,8.162051,-32.927443,42.302586,14.90959,12.593271,-5.937285,-39.171435,-0.700389,8.867018,-2.613871,-1.203937,-10.972763,-33.531701,-1.908904,-20.137331,24.476997,2.723735,-15.605402,-2.412451,-11.274891,1.112383,-0.901808,-21.043717,15.715267,1.71664,-5.131609,-30.510414,-0.700389,-20.036622,2.723735,2.522316,12.391852,-26.582742,17.1252,-44.609751,17.326619
4.435798,26.491188,-12.986954,5.946441,2.623026,-37.660792,49.956512,14.708171,9.169146,-3.721676,-40.27924,1.515221,13.096818,-0.196841,-7.24651,-10.771344,-34.941634,2.119478,-24.467842,24.275578,-2.81529,-13.490501,-1.103227,-14.598306,6.349279,0.205997,-20.943008,18.333715,-7.447929,-3.218128,-33.128863,-1.606775,-20.741589,-3.016709,2.119478,10.57908,-26.582742,-4.93019,-44.206912,15.815976
5.040055,27.397574,-12.684825,-0.59968,-7.24651,-40.782788,57.207599,13.701076,7.356374,-5.635157,-41.487755,1.918059,11.485466,0.709544,-3.318837,-12.080568,-32.423896,2.723735,-26.482033,20.650034,-7.850767,0.508125,0.407416,-14.799725,8.564889,5.543603,-24.266423,17.326619,-17.015335,0.407416,-37.358663,-0.59968,-21.245136,-3.016709,-0.297551,11.989013,-22.55436,8.061341,-39.574273,16.520943
2.723735,15.715267,-18.12314,-1.304646,-12.886244,-43.401236,59.624628,8.564889,5.241474,-7.447929,-42.092012,-0.49897,7.356374,3.025864,1.515221,-14.094759,-28.294804,5.241474,-28.093385,12.996109,-11.375601,3.83154,1.213092,-13.89334,10.377661,13.801785,-29.3019,14.506752,-27.287709,5.140764,-37.157244,-3.218128,-21.144427,-1.506066,-6.944381,16.118105,-21.849394,-1.506066,-33.63241,18.333715
3.227283,7.255665,-17.015335,-2.009613,-15.806821,-47.631037,63.753719,7.658503,5.040055,-5.937285,-39.876402,-3.318837,2.623026,0.709544,2.220188,-12.181277,-27.489128,3.730831,-29.704738,-1.908904,-11.879149,-0.096132,3.126574,-17.317464,10.276951,22.664225,-28.899062,17.427329,-35.646601,5.241474,-36.351568,-0.297551,-22.856489,2.723735,-2.613871,14.103914,-18.12314,13.096818,-34.941634,20.347906
3.025864,4.032959,-14.799725,-4.426642,-21.446555,-49.24239,66.875715,2.824445,-0.398261,-7.548638,-38.869307,-0.59968,-8.052186,-1.606775,1.414511,-10.569925,-18.928817,7.658503,-26.683452,-14.799725,-8.253605,0.105287,3.730831,-16.914626,5.644312,27.397574,-25.374228,17.024491,-38.970016,9.068437,-36.552987,0.709544,-22.252232,1.61593,-3.318837,10.881208,-12.181277,12.492561,-36.250858,19.240101
3.227283,2.623026,-15.001144,-8.455024,-23.762875,-46.724651,66.170748,-0.196841,-3.117418,-5.836576,-35.243763,0.105287,-21.950103,-0.398261,2.925154,-6.239414,-15.101854,14.808881,-26.482033,-25.877775,-7.1458,-3.822385,1.918059,-17.015335,4.234379,25.786221,-21.547265,14.90959,-33.229572,8.464179,-32.826734,1.817349,-20.943008,3.327993,0.004578,1.112383,-13.490501,4.032959,-35.243763,18.635843
1.414511,-2.009613,-13.087663,-9.36141,-25.273518,-42.092012,63.149462,5.342183,-10.167086,-5.836576,-33.73312,2.320897,-32.625315,0.508125,4.637217,-5.333028,-14.195468,16.621652,-21.547265,-24.065003,-4.728771,-7.24651,-0.59968,-12.684825,0.105287,25.98764,-17.821012,16.823072,-37.862211,8.766308,-26.884871,2.723735,-19.432364,5.241474,0.508125,-8.555734,-14.296178,8.665598,-36.250858,15.413138
2.421607,-5.937285,-21.144427,-8.354315,-33.128863,-37.761502,53.279927,1.213092,-14.094759,-8.857862,-33.73312,3.327993,-37.358663,5.342183,5.745022,-2.110323,-6.944381,16.621652,-19.633784,-23.863584,-3.117418,-10.066377,-3.218128,-8.052186,-0.801099,24.476997,-20.741589,17.729457,-39.272145,8.967727,-19.130236,1.313802,-16.209659,6.752117,-2.110323,-20.43946,-16.511788,-18.727398,-31.51751,16.017395
1.71664,-6.642252,-23.561456,-14.497597,-29.906157,-41.789883,48.04303,0.205997,-15.403983,-8.958572,-40.782788,4.335088,-35.84802,4.637217,7.457084,0.810254,-5.735866,18.132296,-17.821012,-21.043717,2.421607,-17.821012,-6.340124,-5.131609,-0.096132,18.434424,-27.186999,12.190433,-26.884871,5.745022,-13.69192,2.421607,-20.33875,7.154955,-2.81529,-21.446555,-22.252232,-12.785535,-30.812543,11.284047
-1.405356,-4.628061,-25.374228,-19.734493,-33.934539,-42.49485,40.489815,2.925154,-19.533074,-8.857862,-40.682078,11.686885,-33.63241,1.61593,6.953536,2.220188,-6.944381,18.233005,-17.015335,-9.965667,7.658503,-24.266423,-3.419547,-7.24651,-0.398261,14.204623,-27.690547,16.017395,-10.469215,3.83154,-6.944381,0.306706,-19.533074,9.370565,-4.728771,-17.216754,-25.978485,-12.181277,-30.611124,9.068437
-0.297551,-3.016709,-26.482033,-19.029526,-30.711833,-44.005493,29.210346,5.644312,-18.928817,-8.958572,-40.984207,9.269856,-31.920348,1.515221,8.967727,4.032959,-8.757153,24.174868,-16.108949,0.205997,12.190433,-27.388418,-2.81529,-3.419547,1.515221,7.154955,-29.704738,8.564889,1.71664,-1.002518,-6.742962,0.105287,-16.310369,11.082628,-1.606775,-17.116045,-31.316091,-4.628061,-25.374228,10.679789
-2.009613,-8.152895,-27.589838,-20.943008,-31.51751,-39.272145,17.22591,13.298238,-21.547265,-8.354315,-38.466468,10.176242,-21.547265,-1.002518,8.36347,6.550698,-10.972763,27.397574,-14.195468,14.506752,12.79469,-33.330282,-1.405356,1.918059,1.71664,6.953536,-27.287709,9.571984,0.709544,-1.707485,-3.419547,0.004578,-9.059281,11.686885,1.112383,-12.886244,-33.128863,-0.700389,-27.992676,13.398947
-1.808194,-6.239414,-28.194095,-22.856489,-35.84802,-38.667887,4.838636,6.852827,-24.467842,-8.455024,-31.4168,10.276951,-10.066377,0.508125,6.651408,5.241474,-13.188373,31.929503,-20.137331,17.1252,11.485466,-27.690547,-0.196841,1.71664,1.918059,2.018769,-29.402609,9.874113,-3.822385,-4.426642,-4.728771,1.011673,-3.318837,10.679789,3.730831,-11.174182,-31.4168,-9.059281,-23.662165,12.895399
-2.412451,-8.455024,-26.582742,-25.877775,-28.093385,-43.099107,-3.923095,-5.232319,-23.057908,-11.879149,-31.51751,11.686885,-2.110323,-1.908904,3.227283,8.564889,-17.216754,39.885557,-24.971389,16.621652,8.665598,-20.741589,-0.700389,5.644312,0.407416,3.126574,-29.402609,10.176242,-4.527352,-5.534447,-8.052186,2.925154,-3.318837,8.464179,5.845731,3.227283,-27.791257,4.335088,-16.00824,7.054246
-6.037995,-9.46212,-27.287709,-26.280613,-33.531701,-41.789883,-12.281987,-14.396887,-23.360037,-13.289082,-23.460746,18.837262,-0.801099,-6.944381,3.327993,10.47837,-18.828107,41.094072,-33.934539,15.0103,4.133669,-17.821012,1.61593,7.255665,-3.318837,1.011673,-29.704738,12.089723,-1.203937,-6.642252,-8.857862,3.428702,-5.635157,7.054246,7.557793,10.377661,-21.647974,12.089723,-14.699016,-1.405356
-5.937285,-8.757153,-27.690547,-24.568551,-31.718929,-42.293431,-23.057908,-20.238041,-23.762875,-11.979858,-21.647974,20.952163,2.018769,-7.04509,-0.398261,10.881208,-21.748684,44.014649,-39.272145,11.888304,2.320897,-7.649348,6.04715,13.298238,-1.808194,-0.700389,-28.899062,19.844358,-3.318837,-9.059281,-13.289082,4.435798,-2.513161,2.623026,8.464179,13.801785,-15.605402,11.989013,-9.2607,-11.879149
-8.354315,-8.958572,-28.999771,-27.08629,-33.028153,-42.897688,-30.006867,-27.388418,-25.676356,-10.569925,-32.323186,23.973449,0.407416,-5.635157,-4.325933,11.989013,-25.072099,48.244449,-41.286336,4.939345,3.327993,3.428702,3.529412,15.815976,3.126574,6.651408,-30.208286,24.174868,-0.096132,-6.742962,-15.101854,1.817349,-1.908904,-1.002518,4.939345,15.312428,-7.951476,11.384756,-9.562829,-14.396887
-9.965667,-9.663539,-25.474937,-30.510414,-32.726024,-44.609751,-34.639506,-29.805448,-28.596933,-8.052186,-26.381323,24.476997,0.709544,-4.426642,-12.382696,10.176242,-25.172808,50.460059,-42.796979,3.025864,7.154955,20.247196,-0.700389,16.420233,5.543603,9.874113,-30.913253,24.577706,3.529412,-5.232319,-17.015335,-2.009613,-0.398261,-1.304646,0.306706,12.391852,-0.700389,12.895399,-4.93019,-24.467842
-13.89334,-10.167086,-21.547265,-28.294804,-26.280613,-43.804074,-39.272145,-32.524605,-29.3019,-6.541543,-25.777066,23.973449,-2.211032,-4.728771,-20.842298,11.989013,-22.755779,52.776379,-39.272145,1.213092,11.284047,28.102541,-1.606775,19.844358,10.881208,18.635843,-30.611124,20.549325,2.320897,-2.412451,-18.828107,-0.49897,-1.304646,0.608835,0.407416,14.305333,9.571984,-1.304646,-0.700389,-20.943008
-14.799725,-12.986954,-18.928817,-22.453651,-30.913253,-43.501946,-41.890593,-33.63241,-28.395514,-7.04509,-26.079194,20.448615,-4.628061,-3.822385,-26.582742,15.413138,-16.713207,56.502632,-35.042344,2.320897,12.492561,39.583429,-5.836576,23.469902,13.197528,21.65713,-26.280613,12.492561,3.630121,0.709544,-17.317464,-1.808194,-0.49897,5.644312,-3.419547,14.305333,11.485466,0.810254,-1.808194,-17.216754
-18.12314,-18.022431,-17.317464,-18.727398,-28.697643,-38.466468,-47.02678,-28.899062,-28.294804,-1.908904,-25.072099,19.038682,-2.110323,-5.0309,-24.669261,13.499657,-14.094759,58.718242,-33.229572,5.140764,12.996109,40.489815,-5.433738,23.77203,14.003204,28.404669,-23.863584,18.837262,5.140764,3.327993,-14.799725,-3.923095,2.018769,10.176242,-5.433738,16.118105,9.370565,18.937972,-6.138705,-17.821012
-19.130236,-22.957199,-18.828107,-12.785535,-24.971389,-37.560082,-43.804074,-19.633784,-27.791257,-4.426642,-27.287709,20.851453,-7.850767,-4.325933,-26.784161,10.881208,-20.33875,61.638819,-35.243763,3.730831,12.895399,46.532387,-5.836576,20.247196,14.808881,34.447242,-23.259327,17.326619,5.342183,2.421607,-10.771344,-7.548638,-2.211032,12.996109,-7.1458,14.003204,10.176242,31.425956,-6.944381,-10.670634
-20.036622,-26.98558,-20.842298,-8.455024,-22.151522,-33.934539,-40.682078,-3.419547,-23.863584,-2.211032,-18.828107,16.520943,-4.527352,-4.023804,-28.294804,8.665598,-15.806821,60.531014,-40.178531,1.918059,11.183337,41.49691,-6.843671,17.22591,14.103914,37.468528,-22.151522,16.722362,6.852827,3.428702,-2.613871,-10.368505,-2.211032,16.923781,-8.656443,8.36347,5.442893,26.692607,-6.239414,-3.620966
-24.76997,-27.992676,-19.734493,-5.937285,-21.547265,-31.819638,-34.438087,4.435798,-21.849394,-1.103227,-9.764248,9.068437,-9.764248,-0.297551,-27.489128,8.967727,-16.612497,58.315404,-44.509041,-0.096132,14.607462,36.763561,-5.433738,11.183337,16.420233,37.06569,-27.388418,15.715267,6.248569,0.407416,5.140764,-8.958572,-4.325933,18.635843,-6.239414,6.449988,3.93225,16.218814,-6.541543,10.679789
-25.273518,-23.964294,-16.914626,-3.923095,-22.252232,-32.323186,-35.94873,7.759213,-18.727398,-1.707485,-2.311742,3.327993,-9.764248,6.14786,-30.711833,6.04715,-12.584115,59.423209,-39.977112,3.730831,12.79469,38.677043,-3.923095,8.061341,15.413138,33.641565,-24.76997,16.722362,5.745022,-0.196841,12.593271,-9.764248,2.723735,20.952163,-7.951476,4.335088,-1.606775,14.506752,-6.642252,19.743648
-27.186999,-20.33875,-16.914626,-5.534447,-24.87068,-31.819638,-36.452277,6.550698,-13.69192,1.918059,2.623026,-6.340124,-12.181277,9.571984,-24.669261,1.011673,-11.778439,58.214694,-35.243763,6.04715,17.024491,33.440146,-5.836576,7.255665,9.169146,30.318151,-21.647974,14.406042,9.471275,1.213092,18.233005,-11.073472,0.105287,18.434424,-9.159991,5.442893,-0.59968,24.376287,-3.620966,20.549325
-22.151522,-15.504692,-10.368505,-9.46212,-26.98558,-32.423896,-33.330282,8.061341,-13.087663,-2.613871,8.665598,-7.951476,-16.813916,8.967727,-24.971389,0.810254,-12.080568,56.200503,-30.510414,8.36347,18.837262,31.627375,-8.354315,7.960632,7.759213,26.289769,-18.828107,17.729457,5.442893,-2.009613,23.469902,-7.04509,0.105287,19.945067,-8.455024,4.133669,2.421607,19.844358,2.119478,20.750744
-21.647974,-9.864958,-11.073472,-7.347219,-28.596933,-32.625315,-26.683452,7.759213,-10.368505,1.011673,3.93225,-14.296178,-17.821012,9.571984,-22.453651,2.220188,-9.059281,54.891279,-24.165713,8.36347,18.031586,20.851453,-9.36141,8.162051,9.169146,21.153582,-17.518883,18.736553,5.745022,-3.520256,27.901121,-4.426642,3.83154,18.434424,-5.635157,2.421607,4.133669,-2.311742,8.162051,18.233005
-17.720302,-9.36141,-6.239414,-8.455024,-30.308995,-34.337377,-24.467842,1.918059,-8.555734,-0.700389,2.220188,-19.935912,-16.612497,6.651408,-17.720302,3.227283,-11.274891,53.179217,-23.460746,13.197528,17.729457,16.923781,-9.965667,5.745022,6.349279,16.520943,-18.22385,15.312428,4.939345,-8.354315,28.807507,-7.548638,5.745022,18.031586,-1.405356,4.435798,4.939345,11.183337,15.413138,14.90959
-16.00824,-4.728771,-4.728771,-10.267796,-30.510414,-34.740215,-25.978485,0.004578,-6.843671,-5.131609,9.068437,-22.856489,-14.396887,7.658503,-17.216754,1.313802,-8.354315,56.099794,-22.55436,15.211719,10.176242,9.269856,-6.541543,4.536507,-1.506066,8.36347,-18.828107,11.989013,6.449988,-11.778439,24.275578,-6.843671,8.867018,19.642939,0.306706,1.313802,6.550698,6.651408,20.750744,15.614557
-9.663539,1.011673,-7.24651,-10.872053,-30.510414,-37.056535,-26.079194,0.105287,-3.117418,-6.843671,11.989013,-27.992676,-14.699016,8.36347,-13.289082,-6.239414,-8.958572,57.811856,-23.964294,16.923781,5.040055,1.313802,-6.239414,8.464179,-10.872053,4.637217,-15.605402,3.025864,6.248569,-12.785535,20.952163,-5.0309,5.140764,19.038682,2.421607,3.529412,14.406042,14.506752,23.469902,16.118105
-2.81529,3.327993,-9.36141,-13.69192,-34.438087,-36.552987,-29.805448,-3.721676,-4.124514,-6.742962,19.038682,-27.489128,-18.324559,7.859922,-8.354315,-9.562829,-3.218128,59.423209,-25.575647,14.506752,0.306706,-1.203937,-7.750057,6.752117,-9.2607,1.61593,-15.303273,9.269856,-0.096132,-15.101854,17.528038,-2.211032,1.414511,24.779126,-1.405356,3.327993,14.406042,15.0103,20.247196,16.218814
-3.218128,1.011673,-15.806821,-9.663539,-34.941634,-38.06363,-29.20119,-8.958572,-0.901808,-3.218128,19.44152,-31.316091,-21.345846,10.276951,-2.211032,-13.188373,1.817349,60.631723,-23.360037,8.665598,-1.304646,-1.707485,-5.232319,5.140764,-8.052186,-0.196841,-15.001144,17.427329,-2.81529,-14.094759,10.377661,-1.707485,0.407416,28.807507,-7.951476,0.407416,14.808881,9.169146,10.47837,11.082628
-2.513161,0.709544,-15.706111,-10.771344,-38.16434,-39.171435,-35.747311,-12.281987,2.220188,-2.110323,13.096818,-30.812543,-16.914626,9.269856,-0.59968,-21.345846,5.241474,61.638819,-28.596933,6.349279,-4.93019,5.140764,-3.419547,6.04715,-5.534447,2.018769,-13.289082,13.398947,-0.801099,-10.872053,3.83154,-4.93019,1.313802,32.835889,-11.073472,-5.735866,14.506752,10.881208,0.306706,5.040055
-4.728771,4.536507,-15.303273,-16.00824,-40.178531,-37.560082,-32.524605,-15.90753,3.428702,-1.808194,9.169146,-35.747311,-17.518883,10.276951,0.407416,-18.828107,6.04715,62.142367,-32.726024,1.213092,-5.534447,8.464179,-4.124514,7.859922,-6.742962,4.335088,-8.857862,3.327993,5.745022,-9.159991,-2.211032,-2.915999,2.522316,35.957885,-11.879149,-8.958572,12.291142,0.004578,-8.857862,2.018769
-7.649348,6.550698,-11.57702,-15.605402,-38.16434,-40.077821,-28.194095,-15.303273,1.918059,-2.71458,6.550698,-37.056535,-12.382696,12.391852,0.105287,-21.547265,12.79469,61.135271,-37.660792,-4.124514,-3.016709,14.506752,-6.843671,12.391852,-4.124514,9.068437,-5.534447,1.112383,6.04715,-7.951476,-3.419547,1.414511,1.61593,40.791943,-9.46212,-8.656443,9.370565,-4.023804,-17.921721,4.838636
-9.864958,-1.304646,-9.562829,-11.073472,-38.365759,-37.157244,-24.87068,-18.928817,0.508125,-3.016709,7.960632,-36.653697,-15.202564,13.801785,3.93225,-17.418174,16.017395,59.423209,-36.653697,-7.750057,-1.808194,14.90959,-8.052186,15.211719,4.637217,12.593271,-7.04509,2.522316,-1.103227,-10.066377,-1.405356,4.335088,-0.297551,44.014649,-12.080568,-8.455024,3.227283,1.011673,-16.813916,4.335088
-13.087663,-10.972763,-6.239414,-5.131609,-36.955825,-33.73312,-28.496223,-18.727398,2.018769,-3.822385,6.248569,-41.487755,-12.584115,12.089723,11.384756,-9.965667,23.570611,57.811856,-37.459373,-9.663539,6.550698,12.996109,-8.857862,18.031586,8.464179,16.218814,-9.764248,9.169146,-6.340124,-11.073472,1.313802,2.824445,2.421607,47.942321,-16.813916,-10.872053,-6.742962,5.845731,-16.108949,2.522316
-15.303273,-9.764248,-6.742962,-7.951476,-34.236667,-34.438087,-30.913253,-20.137331,5.845731,-4.325933,2.623026,-47.328908,-11.879149,14.003204,11.082628,-1.506066,24.476997,62.645914,-39.070726,-11.174182,13.499657,12.69398,-8.152895,21.757839,10.47837,18.937972,-14.296178,6.953536,-9.059281,-12.684825,6.651408,3.93225,5.040055,51.265736,-20.640879,-11.979858,-12.181277,-11.375601,-12.785535,2.018769
-11.073472,-9.46212,-10.469215,-8.757153,-33.63241,-32.021058,-31.618219,-29.20119,11.284047,-4.124514,1.313802,-50.350195,-12.684825,9.974823,14.406042,10.679789,20.347906,60.430304,-38.466468,-5.534447,18.937972,14.305333,-10.972763,24.275578,13.499657,26.692607,-9.764248,6.953536,-8.555734,-12.584115,12.69398,5.342183,10.57908,52.57496,-15.90753,-9.36141,-19.935912,3.529412,-7.951476,3.83154
